name,skin_type,date,date_original,comment
diniananda,"Normal, Medium Light, Warm",2023-11-03,03 Nov 2023,"Bener-bener melembabkan wajah aku, karna kulit aku lumayan kering apalagi kalo moist ini dipakai sebelum pakai makeup mencegah makeuppp supaya engga crack, pokoknya palingg rekomen sihhh dan setelah ini bakal repurchase lagi dan lagi"
louisannabel,"Oily, Light, Neutral",2023-11-03,03 Nov 2023,"Untuk oily ance prone skin, aku ga akan recommend skintific yg biru ini. Teksturnya cream gel ringan, sebenernya untuk oily skin tipsnya adalah pake dikit aja cukup, tapi dulu aku pakenya lumayan tebel, jadi mungkin itu menyumbat pori-pori aku dan memperparah jerawat aku. Ini tube kedua aku, krn di awal aku kira dia purging, ternyata emg ga cocok aja, mana mahal 😞"
naylanst,"Combination, Medium Light, Warm",2023-11-03,03 Nov 2023,produk skintific moisturizer 5x ceramide skin barrier ini cocok dikulit aku yang sensitif dan dapat melembabkan kulit kering. produknya udah digunakan selama hampir 1 tahun dan tidak menimbulkan efek samping yang membuat kulit rusak.
doremimiii,"Oily, Medium, Warm",2023-11-03,03 Nov 2023,"beli ini karena produknya ngehype bgt, akhirnya penasaran trus coba beli. gak expect bakal suka sama moistnya, wajahku yg awalnya bruntusan dan kemerahan pake ini jadinya bruntusan dan kemerahannya kurang. selain itu produk ini juga ringan bgt di wajah, gak lengeket. udh dua kali repurchase karena suka bangettt"
raihanputrihst,"Combination, Medium Light, Neutral",2023-11-03,03 Nov 2023,Suka banget buat lembut Dan sehat texturenya lembut dan aku bakal selalu beli lagi… pokoknya nampol banget dan harganya juga okee.. Suka banget buat lembut Dan sehat texturenya lembut dan aku bakal selalu beli lagi… pokoknya nampol banget dan harganya juga okee..
nazilasyafara,"Normal, Medium Dark, Cool",2023-11-03,03 Nov 2023,bagus sekali enak dipakai tidak berminyak dan tahan lama wah enaknya luar biasa murah berkualitas enak dipakai nyaman lembut bagus sekali enak dipakai tidak berminyak dan tahan lama wah enaknya luar biasa murah berkualitas enak dipakai nyaman lembut
_nurhanisa1103,"Combination, Dark, Warm",2023-11-03,03 Nov 2023,skintific Yang pathenol sangat bagus buat kulit jerawat facial washnya sangat bagus untuk kita yg jerawat... masker mugwort nya jugasangat bagus harga juga sangat ramah dikantong dan buat moisturizer nya sangat dingin ketika dignakan
ssalsabila_hsb,"Combination, Medium, Neutral",2023-11-03,03 Nov 2023,"Teksturnya ringan, mudah meresap, tidak lengket ketika di pakai, tidak menggumpal ketika di aplikasikan di wajah maupun di timpa makeup, menghindrasi drngan baik, cocok untuk berbagai jenis kulis, memperbaiki skinbarier dengan baik"
nysasijabat,"Oily, Medium Light, Neutral",2023-11-03,03 Nov 2023,Produknya memang cocok untuk semua jenis kulit. Sangat memperbaiki kulit aku yang sangat sensitif. Kulit aku yang kemerahan karena jerawat pun bisa jadi calming banget karena produk ini. Jangan diragukan lagi deh produk Skintific ini memang bagus banget
dahlia_k,"Combination, Medium Light, Neutral",2023-11-03,03 Nov 2023,"dulu kulit aku bruntusan, setelah menggunakan moisturizer skintific dua tube kulitku jadi lebih kelihatan better, bruntusan juga hilang dan warna kulit jadi merata. thankyouu skintific!! aku bakal beliilagii pastinyaa. terimakasih sekali lagiiiii"
natali24,"Normal, Medium Dark, Neutral",2023-11-03,03 Nov 2023,Produk skintific bagus apa lagi moisturizernya bagus banget buat semua jenis kulit produk ini membuat kulit wajah ku makin lembab kan cerah skintifik the best deh tidak pernah mengecewakan pelanggan aku juga pakai semua jenis produk skincarenya
febrivalent17,"Combination, Medium, Neutral",2023-11-03,03 Nov 2023,Mois yang bagus untuk kulit sensitif. Kebetulan kulit aku tu sensitif jadi pakai ini pas banget karna ga bikin kemerahan dan sangat nyaman . Dan juga ini membuat skin barier kita juga membaik. Jadi aku sangar merekomendasikan produk ini ya ges
NovelNovelia,"Oily, Medium Light, Neutral",2023-11-03,03 Nov 2023,cocok banget di kulit muka aku yang cenderung berminyak dan kering..aku aplikasikasikan mousterizer skintific setiap pagi dan malam hari dan hasilnya nyata banget.terimakasih skintific..kulit muka aku sekarang flawless dan smooth..bye bye dry skin
yolandapusvitasr,"Normal, Medium, Neutral",2023-11-03,03 Nov 2023,"moisturizer skintific skin barrier buat kulit lembab, kenyal, dan menyehatkan bagus banget untyk skin barier dan juga melembabkan kulit kering kerontang kita, ga pernah nyesel udah beli dan coba produk moisturizer skintific the best sekali"
Asyayori27,"Oily, Medium, Neutral",2023-11-03,03 Nov 2023,"Skintific moisturizer nya bagus banget bisa memperbaiki skin barrier apalgi kalau lagi break out parah cocok si sejauh ini buat pemakaian skintific moisturizer nya, udah banyak coba coba baru ini yang paling cocok apalagi size 80g nya awet pemakaian nya"
lululuqyanaariqah,"Combination, Medium Light, Neutral",2023-11-03,03 Nov 2023,aku recom skintific karena kalian tau kan skintific sebagus itu kan? Jadi gausa ragu lagi deh apalagi di mxb tuh bener bener kan banyak promo! Kalian harus datang apalagi produk skintific! Love banget! Selamag mencoba cantik cantik dan sampai jumpa!
esranatalia,"Dry, Medium Light, Neutral",2023-11-03,03 Nov 2023,"Bagus, engga bikin lengket di kulit. Cepat meresap juga di kulit, melembabkan banget di kulit aku yang skintypenya dry. Memperbaiki skin barrier juga, semenjak pake ini jadi jarang jerawatan. Cukup awet lama habisnya, jadi worth the price."
tatalyankaa,"Dry, Medium Light, Cool",2023-11-03,03 Nov 2023,"suka banget skintific moist ini cocok banget sama aku gak buat kering juga, belum tau bakal cocok sama yg lain atau ngga tp sama aku bagus banget, skintific moisturizernya bagus bagus banget salah satunya varian yang ini, semoga makin banyak buat varian lagi"
fannisadelia,"Combination, Medium Light, Warm",2023-11-03,03 Nov 2023,"Bagus banget, calming dan juga moisturizing, melembabkan kulitku yang sering kering karena sabun cuci muka dan meredakan kulitku yang sering terpapar sinar matahari. Lov banget pokoknya beda orang Beda efek yah tapi inget, bye cantik."
askiaputrikeu,"Normal, Medium Light, Neutral",2023-11-03,03 Nov 2023,Saya menggunakan skintific karena tekstur yang cocok dan warna yang cocok dengan wajah saya membuat kulit lebih lembab dan juga membuat saya lebih glowing menggunakan produk skintific dan saya menggunakan skintific karena kualitasnya
stxrsugar,"Combination, Medium Light, Neutral",2023-11-03,03 Nov 2023,"breakout jadi berkurang banget, aku pakai moist sunscreen sama facewash nyaa. yang series skin barrier. yang penting rutin pakai skincare dan wajib double cleansing. pasti skincarenya bakal nyerap dengan sempurna. recomended banget bagi pejuan acne"
rimadesriayyu,"Normal, Medium, Neutral",2023-11-03,03 Nov 2023,"Ngebantu banget untuk skin barier yang rusak, aku pakai jujur dan emang sebagus itu ngebantu kulit muka, sekalin itu ada kesan lembur di wajah dan bikin wajah jadi kenyal dan lembut banget, mungkin kalau pake rangkaian lengkap lebih ngebantu lebih cpt si🥰"
Glrhsm,"Oily, Medium Dark, Neutral",2023-11-03,03 Nov 2023,Moisturizer nya sangat ringan. Teksturnya ringan dan tidak berat di wajah. Sangat bagus untuk kulit berminyak dan berjerawat. Tidak perih di wajah. Dapat menenangkan wajah yang kemerahan. Tidak membuat wajah terlihat terlalu berminyak.
zamharira,"Normal, Medium Light, Cool",2023-11-03,03 Nov 2023,"sangat cocok di semua jenis kulit wajah, ringan dipakai dan sangat affordable harganya says sangat seneng memakai moisturizer ini karna gemoy, saya mau ucapan terimakasih kepada skintific telah mengeluarkan produk ini. khamsahamnida"
monpat,"Oily, Medium, Warm",2023-11-03,03 Nov 2023,"sangat bagus untuk jenis kulit kering namun oily pada bagian T-Zone, isi produk juga cukup banyak untuk digunakan sehari-hari. ringan dan tidak mengakibatkan make up geser. kulit jadi lebih baik kondisinya dan kenyal dan tampak sangat sehat"
safuansyam,"Combination, Medium, Neutral",2023-11-03,03 Nov 2023,"Sejak awal september saya mencoba menggunkan pelembab dari skintific dengan tekstur yang tidak cair, dengan aroma yang wangi dengan harga yang wortit ada harga ada kualitas, awalnya wajah saya bruntusan parah semenjak menggunakan Mproduk ini wajah saya semakin hilang bruntusan dan permukaan muka lebih halus. Berkat produk ini kulit wajah saya lebih baik"
yoyoeyolanda,"Combination, Light, Neutral",2023-11-03,03 Nov 2023,"Bener bener melembapkan, ringan banget dan cepat meresap ke kulit, kalau pakai bahan seperti seperti retinol setelahnya harus banget pakai produk ini, bangun tidur auto glowing. Dari pakek yang 30 ml repurchase terus sampek beli yang 80. 👍🏻👍🏻👍🏻"
nurulaini0294,"Oily, Medium Dark, Neutral",2023-11-03,03 Nov 2023,"Produknya bagus dapat menjaga kelembaban wajah tidak membuat kering , harganya juga sangat terjangkau. Setahun pakai ini muka auto bersih dan bruntusan seketika hilang terhempaskan. Sangat senang memakai produknya memang thebest sih"
silvirosiana,"Normal, Medium Light, Neutral",2023-11-03,03 Nov 2023,"ini pelembab yang bikin aku ngeh kalo ternyata pelembab yang gampang keserap cepet itu ada wkwk, aku pertama beli yang versi kecilnya trus karena ketagihan aku beli yang versi gedenya aku udah beli dr bulan agustus sampe skrng belum abis (november) sukak!"
dinaajaaa,"Combination, Medium, Warm",2023-11-03,03 Nov 2023,"Produk ini sangat bagus digunakan jika sedang ada masalah jerawat, saya pernah mempunyai masalah jerawat. saya menggunakannnya dimalam hari dan dipagi hari saya tidak mengalami jerawat lagi. saya menggunakan skintific moisturazer warna biru"
nabila_pane,"Normal, Light, Warm",2023-11-03,03 Nov 2023,"Moisturizer sejuta umat yang bagussss bgttt. ngelembapin kulit wajah bgt dan aku udah pake 4 jar, love bgt sm skintific. tp isinya dikit huhu jd harus sering repurchase. Ga nyesel deh pake ini, ngebagusin skinbarrier bgtttt cinta bgt deh sama skintific"
rahayuirdayanti,"Normal, Medium Light, Neutral",2023-11-03,03 Nov 2023,"saya sangat cocok dengan moisturizer ini. selain membuat kulit terasa lembab, kulit juga jadi lebih sehat dan kenyal. tekstur kulit juga terasa lembut. komedo juga mulai hilang. cocok digunakan untuk semua jenis kulit. karena memiliki efek melembabkan."
fitrid98,"Normal, Medium Light, Neutral",2023-11-03,03 Nov 2023,"Buat wajah aku lembab terus mencerahkan banget di aku kulit aku yg kering juga jadi lembabbangetsampek aku tawarin saudara” aku yg lain dan mereka juga cocok banget wajah mereka juga sehat dan glowing banget, cinta banget sama skintific indonesia"
Dhin_ptr,"Oily, Medium Dark, Warm",2023-11-03,03 Nov 2023,"Awalnya kulit saya berminyak, kusam, dan beruntusan kecil.Tetapu setelah saya memakaian moisturizer scintific selama satu bulan sudah terlihat perbedaan nya, kulit saya menjadi lebih cerah, tidak kusam lagi, minyak nya juga berkurang, dan beruntusan mulai."
triamaharani_,"Normal, Medium Light, Neutral",2023-11-03,03 Nov 2023,"menurut aku ini ringan di wajah, untuk dasar makeup itu bagus banget jdi ngesad, terus buat cerah di wajah dan testurnya kayak susu lembut ga lengket sama sekali harganya ga nguras kantung banget dan murah di beli di toko skincare bakal ga rugi"
ebriyanasr,"Oily, Medium Light, Neutral",2023-11-03,03 Nov 2023,"Awalnya wajah saya agak beruntusan sebelum menggunakan moist ini,tapi setelah menggunakannya beruntusan saya jadi berkurang dan lama"" berkurang,walaupun harganya sedikit pricy tapi menurut saya sangat worth it untk di beli,karena beberapa teman saya jerawatnya jadi berkurang mulai dari jerawat ringan sampai jerawat parah."
ShanayaDyaz,"Combination, Medium Light, Neutral",2023-11-03,03 Nov 2023,"bagus banget bikin kulit sehat, lembab dan gak berminyak sama sekali. cocok bangett udah abiss ber jar jadr wkwkwkwkwk. soon bakal beli lagii karena seringg promoo dan flashsale di eccomerceee shopeee atau yang lainnnyaa kerenn deh pokoknyaa"
salwasinagaa,"Normal, Medium, Neutral",2023-11-03,03 Nov 2023,"bagus untuk menghilangkan jerawat dan mencerahkan wajah, sebelum pakai saya memiliki jerawat banyak dan setelah memakai nya jerawat saya berkurang dan wajah saya cerahan, tekstur nya sangat ringan tidak lengket sama sekali manteeppp"
Rifarahmayana,"Dry, Medium, Neutral",2023-11-03,03 Nov 2023,"bagus untuk menghilangkan jerawat dan mencerahkan wajah, sebelum pakai saya memiliki jerawat banyak dan setelah memakai nya jerawat saya berkurang dan wajah saya cerahan, tekstur nya sangat ringan tidak lengket sama sekali manteeppp"
Putrihana_07,"Oily, Medium Light, Warm",2023-11-03,03 Nov 2023,tekstur tidak lengket...mudah meresap di kulit.tidak membuat wajah panas atau gatel padahal kulit aku sensitif. pada saat pemakaian tidak menjadikan berminyak Repurchase this product?Maybe bagus bgt ga buat keringbagus bgt ga buat kering
Faniismail,"Combination, Medium Light, Neutral",2023-11-03,03 Nov 2023,moisturizer skintific yang paling cocok dimuka sensitif plus berjerawat seperti aku karena kandungannya yang bagusdan teksture yang gampang di blend dan ketika di aplikasikan ke muka moisturizer langsung cepat menyerap dan tidak lengket
Sriarifah12,"Normal, Medium, Neutral",2023-11-03,03 Nov 2023,Bagus di wajah dan ringan tidak ada gatal di wajah dan enak dibuat sehari hari. Moisturizer nya enak dan sudah ada suncren nya enak apalagi kalo dipake nya dingin. Sudah sering di gunakan dan sering di gunakan stiap hari nya. Dapat yg travell
itsviaa,"Combination, Medium Light, Warm",2023-11-03,03 Nov 2023,"Sukaa bgt dikulit aku bener bener ngelembapin dari produk produk lain yg pernah aku pake, dan gak lengket juga next mau stock yang banyaaakk, btw kulit aku kombinasi tapi gak produknya gak buat kulit aku lebih berminyak, so ini rekomen sihh"
RimaRizkyMelati,"Combination, Medium, Neutral",2023-11-03,03 Nov 2023,Produknya itu sangat bagus selama pemakaian setahun kulit yang dipakai lembab dan lembut serta terdehidrasi untuk produk ini dengan dipaki setiap hari bisa pemakaian tiga bulan lamanya yang paling penting muka juga cocok dan sehat tentunya
rezkika_gusmiranda,"Oily, Light, Cool",2023-11-03,03 Nov 2023,"Produk sangat bermanfaat dan hasil sangat memuaskan, harga produk sangat affordable, saya sangat menyukai produk ini karena dengan harga yang terjangkau akan mendapatkan hasil yang maksimal. Saya sangat merekomendasi produk ini pastinya"
spicygurl,"Dry, Medium Light, Warm",2023-11-03,03 Nov 2023,dah tau la ya kan pelembab satu ini. super super worth it . melembabkan banget pagi pagi muka Uda glowing dan meredakan jerawat juga . satu tube dengan harga segitu terjangkau sih kapan lagi dapat produk murah tapi harga terjangkau dan banyak khasiatnya yakan
Shintasm,"Combination, Medium, Neutral",2023-11-03,03 Nov 2023,"salah satu moisturizer yg bener” ngelembapin wajah, bagus banget buat wajah yg jerawatan jadi ngebuat jerasat nggak meradang. saat moisturizer dipakai di malam hari ngebuat wajah juga jadi lebih kenyal dan lembut saat setelah pemakaiannya. recommended product !"
Keith,"Combination, Light, Neutral",2023-11-03,03 Nov 2023,rekomemded banget wajib cobain pokoknya ini pelembabnya enak banget gak lengket sama sekali dan gak greasy super ringan di wajah dan lembabin banget. pertama cobain ini rasanya dingin gtu tapi syukur nya cocok dan gak timbulin jerawat atau bruntusan.
putsyahh,"Oily, Medium Light, Neutral",2023-11-03,03 Nov 2023,Pakai ini tu bener bener buat muka aku jadi calming banget apalagi muka aku sering kemerahan dan bruntusan semenjak pakai ini skin barier aku terjaga banget dan jarang terjadi kemerahan pokoknya luv deh skintific apalagi moiturizernya hehe
dichanasution,"Oily, Medium Light, Warm",2023-11-03,03 Nov 2023,Untuk tipe kulitku ini jenis pelembab yg ringan. Ga macem-macem. Cocok untuk memperbaiki skin barrier yang lg rusak. Aku pake waktu kulit lagi jerawat-jerawatnya ga bikin perih sama sekali. Aku suka teksturnya. Terus ga ada baunya juga. Jadi nyaman pakenya
Nasywatiara13,"Normal, Medium Light, Warm",2023-11-03,03 Nov 2023,"pertama kali tau produk ini dari beberapa review dari para influencer. terus akhirnya nyobain dan ternyata pertama kali pake langsung nyaman di kulit, karena selain melembabkan kulit produk ini juga bisa membuat kulit menjadi lebih halus. pokoknya mantap deh👍🏻"
RosalinaJuwita,"Combination, Medium Dark, Neutral",2023-11-03,03 Nov 2023,"wajah aku kering tapi semenjak menggunakan moist viral ini produk skintific yang Viral. hasilnya bagus banget di wajah aku, sangat melembapkan kulit dan ngebantu kulit terhidrasi texturenya juga lembut dan tidak lengket.rekomen banget"
